flight_date,flight_status,departure.iata,departure.scheduled,arrival.iata,arrival.scheduled,flight.number,aircraft
2023-12-07,landed,ADL,2023-12-07T20:20:00+00:00,MEL,2023-12-07T22:10:00+00:00,242,
2023-12-07,landed,ADL,2023-12-07T20:20:00+00:00,MEL,2023-12-07T22:10:00+00:00,6933,
2023-12-07,landed,ADL,2023-12-07T20:20:00+00:00,MEL,2023-12-07T22:10:00+00:00,4228,
2023-12-07,landed,ADL,2023-12-07T20:20:00+00:00,MEL,2023-12-07T22:10:00+00:00,6314,
2023-12-07,scheduled,ADL,2023-12-07T20:15:00+00:00,MEL,2023-12-07T22:05:00+00:00,7485,
2023-12-07,landed,ADL,2023-12-07T19:55:00+00:00,SYD,2023-12-07T22:20:00+00:00,441,
2023-12-07,landed,ADL,2023-12-07T19:55:00+00:00,SYD,2023-12-07T22:20:00+00:00,6877,
2023-12-07,landed,ADL,2023-12-07T19:55:00+00:00,SYD,2023-12-07T22:20:00+00:00,7221,
2023-12-07,landed,ADL,2023-12-07T19:55:00+00:00,SYD,2023-12-07T22:20:00+00:00,6307,
2023-12-07,landed,ADL,2023-12-07T19:55:00+00:00,SYD,2023-12-07T22:20:00+00:00,2811,
2023-12-07,scheduled,ADL,2023-12-07T19:45:00+00:00,SYD,2023-12-07T22:10:00+00:00,7394,
2023-12-07,scheduled,ADL,2023-12-07T19:45:00+00:00,SYD,2023-12-07T22:15:00+00:00,7484,
2023-12-07,landed,ADL,2023-12-07T19:40:00+00:00,SYD,2023-12-07T22:00:00+00:00,769,"{'registration': 'VH-XNN', 'iata': 'A320', 'icao': 'A320', 'icao24': '7C7651'}"
2023-12-07,active,KEF,2023-12-07T10:00:00+00:00,SFJ,2023-12-07T11:54:00+00:00,,
2023-12-07,active,KEF,2023-12-07T10:00:00+00:00,BOS,2023-12-07T10:35:00+00:00,635,"{'registration': 'TF-ICN', 'iata': 'B38M', 'icao': 'B38M', 'icao24': '4CC52C'}"
2023-12-07,active,KEF,2023-12-07T10:00:00+00:00,BOS,2023-12-07T10:35:00+00:00,5635,
2023-12-07,landed,KEF,2023-12-07T09:25:00+00:00,EDI,2023-12-07T11:40:00+00:00,3316,"{'registration': 'G-UZHB', 'iata': 'A20N', 'icao': 'A20N', 'icao24': '4072C8'}"
2023-12-07,landed,KEF,2023-12-07T09:20:00+00:00,VNO,2023-12-07T15:20:00+00:00,8090,
2023-12-07,landed,OKJ,2023-12-07T19:05:00+00:00,HND,2023-12-07T20:10:00+00:00,6082,
2023-12-07,active,AKL,2023-12-07T23:00:00+00:00,CAN,2023-12-08T05:55:00+00:00,306,
2023-12-07,scheduled,AKL,2023-12-07T22:15:00+00:00,SZX,2023-12-08T05:00:00+00:00,7932,
2023-12-07,scheduled,KVX,2023-12-07T12:20:00+00:00,VKO,2023-12-07T14:00:00+00:00,146,
2023-12-07,active,AKL,2023-12-07T16:55:00+00:00,DOH,2023-12-08T00:20:00+00:00,8372,
2023-12-07,active,AKL,2023-12-07T16:55:00+00:00,DOH,2023-12-08T00:20:00+00:00,2413,
2023-12-07,active,AKL,2023-12-07T16:55:00+00:00,DOH,2023-12-08T00:20:00+00:00,6656,
2023-12-07,active,AKL,2023-12-07T16:55:00+00:00,DOH,2023-12-08T00:20:00+00:00,6523,
2023-12-07,active,AKL,2023-12-07T16:55:00+00:00,DOH,2023-12-08T00:20:00+00:00,2301,
2023-12-07,landed,GRU,2023-12-07T05:45:00+00:00,GIG,2023-12-07T06:50:00+00:00,9255,
2023-12-07,scheduled,ZNZ,2023-12-07T15:15:00+00:00,ARK,2023-12-07T16:45:00+00:00,24,
2023-12-07,landed,BKK,2023-12-07T15:30:00+00:00,THS,2023-12-07T16:50:00+00:00,4384,
2023-12-07,landed,BKK,2023-12-07T15:30:00+00:00,THS,2023-12-07T16:50:00+00:00,4451,
2023-12-07,landed,BKK,2023-12-07T15:30:00+00:00,THS,2023-12-07T16:50:00+00:00,5676,
2023-12-07,landed,KUL,2023-12-07T17:10:00+00:00,KNO,2023-12-07T17:15:00+00:00,393,
2023-12-07,scheduled,KUL,2023-12-07T17:10:00+00:00,DMK,2023-12-07T18:25:00+00:00,892,"{'registration': '9M-AJY', 'iata': 'A320', 'icao': 'A320', 'icao24': '7503F6'}"
2023-12-07,landed,KUL,2023-12-07T17:10:00+00:00,CGK,2023-12-07T18:20:00+00:00,386,
2023-12-07,landed,KUL,2023-12-07T17:10:00+00:00,MYY,2023-12-07T19:45:00+00:00,2584,
2023-12-07,landed,KUL,2023-12-07T17:10:00+00:00,SGN,2023-12-07T18:05:00+00:00,766,
2023-12-07,scheduled,SLC,2023-12-07T11:40:00+00:00,LAX,2023-12-07T12:47:00+00:00,2657,
2023-12-07,landed,DMM,2023-12-07T13:00:00+00:00,RUH,2023-12-07T14:15:00+00:00,1143,"{'registration': 'HZ-ASV', 'iata': 'A321', 'icao': 'A321', 'icao24': '7100B2'}"
2023-12-07,landed,DMM,2023-12-07T12:45:00+00:00,JED,2023-12-07T15:10:00+00:00,419,"{'registration': 'VP-CXG', 'iata': 'A320', 'icao': 'A320', 'icao24': '4241C4'}"
2023-12-07,landed,DMM,2023-12-07T12:40:00+00:00,CAI,2023-12-07T14:50:00+00:00,682,"{'registration': 'SU-GDZ', 'iata': 'B738', 'icao': 'B738', 'icao24': '010146'}"
2023-12-07,landed,DMM,2023-12-07T12:20:00+00:00,DXB,2023-12-07T14:40:00+00:00,870,
2023-12-07,landed,DMM,2023-12-07T12:20:00+00:00,DXB,2023-12-07T14:40:00+00:00,2485,
2023-12-07,scheduled,DMM,2023-12-07T12:15:00+00:00,SKT,2023-12-07T17:35:00+00:00,244,"{'registration': 'AP-BOL', 'iata': 'A320', 'icao': 'A320', 'icao24': '7609EC'}"
2023-12-07,landed,DMM,2023-12-07T12:10:00+00:00,YNB,2023-12-07T14:35:00+00:00,733,
2023-12-07,scheduled,SDK,2023-12-07T17:40:00+00:00,KUL,2023-12-07T20:25:00+00:00,5195,
2023-12-07,active,AMS,2023-12-07T13:25:00+00:00,SXM,2023-12-07T17:30:00+00:00,787,
2023-12-07,landed,KUH,2023-12-07T18:30:00+00:00,HND,2023-12-07T20:20:00+00:00,74,
2023-12-07,landed,KUH,2023-12-07T18:30:00+00:00,HND,2023-12-07T20:20:00+00:00,4774,
2023-12-07,landed,TUU,2023-12-07T12:40:00+00:00,JED,2023-12-07T14:20:00+00:00,1542,
2023-12-07,landed,TUU,2023-12-07T12:40:00+00:00,JED,2023-12-07T14:20:00+00:00,9443,
2023-12-07,landed,MFM,2023-12-07T18:05:00+00:00,XMN,2023-12-07T19:20:00+00:00,8682,"{'registration': 'B-5528', 'iata': 'B738', 'icao': 'B738', 'icao24': '780662'}"
2023-12-07,landed,MFM,2023-12-07T17:55:00+00:00,DMK,2023-12-07T19:50:00+00:00,765,
2023-12-07,landed,MFM,2023-12-07T17:45:00+00:00,XMN,2023-12-07T19:10:00+00:00,132,
2023-12-07,landed,MFM,2023-12-07T17:45:00+00:00,XMN,2023-12-07T19:10:00+00:00,3362,
2023-12-07,landed,SHJ,2023-12-07T14:05:00+00:00,JED,2023-12-07T16:15:00+00:00,147,
2023-12-07,scheduled,SHJ,2023-12-07T13:55:00+00:00,CCJ,2023-12-07T19:45:00+00:00,352,"{'registration': 'VT-AYB', 'iata': 'B738', 'icao': 'B738', 'icao24': '80044C'}"
2023-12-07,landed,SHJ,2023-12-07T13:50:00+00:00,JED,2023-12-07T16:00:00+00:00,1905,"{'registration': 'A6-AOO', 'iata': 'A320', 'icao': 'A320', 'icao24': '896486'}"
2023-12-07,landed,SHJ,2023-12-07T13:45:00+00:00,DAC,2023-12-07T20:10:00+00:00,514,"{'registration': 'A6-ATC', 'iata': 'A21N', 'icao': 'A21N', 'icao24': '896559'}"
2023-12-07,landed,BOM,2023-12-07T15:35:00+00:00,HYD,2023-12-07T17:15:00+00:00,531,
2023-12-07,landed,SHJ,2023-12-07T13:25:00+00:00,COK,2023-12-07T18:45:00+00:00,426,
2023-12-07,scheduled,BOM,2023-12-07T15:35:00+00:00,TRV,2023-12-07T17:45:00+00:00,5109,
2023-12-07,scheduled,SHJ,2023-12-07T13:15:00+00:00,LGG,2023-12-07T17:00:00+00:00,119,
2023-12-07,scheduled,BOM,2023-12-07T15:35:00+00:00,TRV,2023-12-07T17:45:00+00:00,8002,
2023-12-07,active,SHJ,2023-12-07T13:15:00+00:00,IST,2023-12-07T17:15:00+00:00,287,"{'registration': 'A6-ANS', 'iata': 'A320', 'icao': 'A320', 'icao24': '896383'}"
2023-12-07,landed,SHJ,2023-12-07T13:10:00+00:00,SKT,2023-12-07T17:05:00+00:00,552,"{'registration': 'A6-ATI', 'iata': 'A321', 'icao': 'A321', 'icao24': '8965F8'}"
2023-12-07,scheduled,BOM,2023-12-07T15:35:00+00:00,GOP,2023-12-07T17:45:00+00:00,544,"{'registration': 'VT-IBN', 'iata': 'A21N', 'icao': 'A21N', 'icao24': '8015C7'}"
2023-12-07,landed,BOM,2023-12-07T15:30:00+00:00,DXB,2023-12-07T17:20:00+00:00,507,
2023-12-07,scheduled,BOM,2023-12-07T15:25:00+00:00,MAA,2023-12-07T17:20:00+00:00,572,
2023-12-07,scheduled,BOM,2023-12-07T15:25:00+00:00,MAA,2023-12-07T17:20:00+00:00,4406,
2023-12-07,scheduled,BOM,2023-12-07T15:25:00+00:00,BHU,2023-12-07T16:15:00+00:00,1082,"{'registration': 'VT-SQE', 'iata': 'DH8D', 'icao': 'DH8D', 'icao24': '800D42'}"
2023-12-07,scheduled,BOM,2023-12-07T15:20:00+00:00,BLR,2023-12-07T16:55:00+00:00,5294,
2023-12-07,scheduled,BOM,2023-12-07T15:20:00+00:00,BLR,2023-12-07T16:55:00+00:00,8756,
2023-12-07,scheduled,BOM,2023-12-07T15:20:00+00:00,BLR,2023-12-07T16:55:00+00:00,5072,
2023-12-07,active,SVO,2023-12-07T15:00:00+00:00,NBC,2023-12-07T16:50:00+00:00,1680,
2023-12-07,active,POZ,2023-12-07T11:20:00+00:00,NHT,2023-12-07T12:29:00+00:00,,
2023-12-07,landed,BOM,2023-12-07T15:20:00+00:00,DXB,2023-12-07T17:20:00+00:00,1453,
2023-12-07,scheduled,BOM,2023-12-07T15:20:00+00:00,DED,2023-12-07T17:30:00+00:00,953,"{'registration': 'VT-IFQ', 'iata': 'A320', 'icao': 'A320', 'icao24': '8007CD'}"
2023-12-07,landed,BOM,2023-12-07T15:15:00+00:00,CCU,2023-12-07T17:45:00+00:00,5354,
2023-12-07,landed,BOM,2023-12-07T15:15:00+00:00,CCU,2023-12-07T17:45:00+00:00,8338,
2023-12-07,landed,BOM,2023-12-07T14:45:00+00:00,BBI,2023-12-07T16:55:00+00:00,9185,
2023-12-07,scheduled,BOM,2023-12-07T14:45:00+00:00,LHR,2023-12-07T19:00:00+00:00,15,
2023-12-07,landed,BOM,2023-12-07T14:40:00+00:00,DOH,2023-12-07T16:05:00+00:00,969,"{'registration': 'VT-SCP', 'iata': 'A319', 'icao': 'A319', 'icao24': '8004FE'}"
2023-12-07,landed,BOM,2023-12-07T14:40:00+00:00,AMD,2023-12-07T15:55:00+00:00,5201,
2023-12-07,landed,BOM,2023-12-07T14:40:00+00:00,AMD,2023-12-07T15:55:00+00:00,8219,
2023-12-07,landed,TFN,2023-12-07T10:05:00+00:00,MAD,2023-12-07T13:55:00+00:00,5483,
2023-12-07,scheduled,LED,2023-12-07T22:50:00+00:00,TFU,2023-12-08T11:40:00+00:00,3816,
2023-12-07,landed,BOG,2023-12-07T05:07:00+00:00,BGA,2023-12-07T06:15:00+00:00,9462,
2023-12-07,landed,BOG,2023-12-07T05:07:00+00:00,BGA,2023-12-07T06:15:00+00:00,7883,
2023-12-07,landed,BOG,2023-12-07T05:07:00+00:00,BGA,2023-12-07T06:15:00+00:00,6696,
2023-12-07,landed,BOG,2023-12-07T05:06:00+00:00,CCS,2023-12-07T08:03:00+00:00,7006,
2023-12-07,landed,BOG,2023-12-07T05:04:00+00:00,CTG,2023-12-07T06:35:00+00:00,8452,
2023-12-07,landed,PKX,2023-12-07T13:55:00+00:00,HGH,2023-12-07T16:05:00+00:00,4115,
2023-12-07,landed,PKX,2023-12-07T13:55:00+00:00,HGH,2023-12-07T16:05:00+00:00,4666,
2023-12-07,landed,SHE,2023-12-07T18:05:00+00:00,HGH,2023-12-07T20:50:00+00:00,4614,
2023-12-07,landed,SHE,2023-12-07T18:05:00+00:00,HGH,2023-12-07T20:50:00+00:00,4031,
2023-12-07,landed,SHE,2023-12-07T18:00:00+00:00,FOC,2023-12-07T21:20:00+00:00,5618,
2023-12-07,landed,SHE,2023-12-07T18:00:00+00:00,PVG,2023-12-07T20:50:00+00:00,6507,
2023-12-07,landed,SHE,2023-12-07T18:00:00+00:00,ICN,2023-12-07T20:30:00+00:00,671,
2023-12-07,landed,SHE,2023-12-07T17:55:00+00:00,TNA,2023-12-07T19:55:00+00:00,8925,
2023-12-07,scheduled,LKO,2023-12-07T17:35:00+00:00,BLR,2023-12-07T20:10:00+00:00,1401,
2023-12-07,landed,LKO,2023-12-07T17:25:00+00:00,BOM,2023-12-07T19:45:00+00:00,1525,
2023-12-07,active,ANC,2023-12-07T00:55:00+00:00,LAX,2023-12-07T07:20:00+00:00,6062,
2023-12-07,active,ANC,2023-12-07T00:55:00+00:00,LAX,2023-12-07T07:20:00+00:00,5437,
2023-12-07,landed,MEM,2023-12-07T03:19:00+00:00,PHL,2023-12-07T06:10:00+00:00,1439,
2023-12-07,landed,MEM,2023-12-07T03:16:00+00:00,PVD,2023-12-07T06:24:00+00:00,1454,"{'registration': 'N973FD', 'iata': 'B752', 'icao': 'B752', 'icao24': 'AD8F4B'}"
2023-12-07,landed,MEM,2023-12-07T03:16:00+00:00,BWI,2023-12-07T05:52:00+00:00,1482,
2023-12-07,landed,MEM,2023-12-07T03:15:00+00:00,SEA,2023-12-07T05:28:00+00:00,1423,
2023-12-07,landed,MEM,2023-12-07T03:14:00+00:00,SMF,2023-12-07T05:12:00+00:00,1429,
2023-12-07,landed,MEM,2023-12-07T03:14:00+00:00,SWF,2023-12-07T06:16:00+00:00,1564,"{'registration': 'N682FE', 'iata': 'A306', 'icao': 'A306', 'icao24': 'A90B27'}"
2023-12-07,landed,MEM,2023-12-07T03:13:00+00:00,SLC,2023-12-07T05:11:00+00:00,1430,
2023-12-07,landed,BGF,2023-12-07T08:30:00+00:00,DLA,2023-12-07T10:15:00+00:00,35,
2023-12-07,landed,MEM,2023-12-07T03:13:00+00:00,JFK,2023-12-07T06:25:00+00:00,1483,"{'registration': 'N690FE', 'iata': 'A306', 'icao': 'A306', 'icao24': 'A92B38'}"
2023-12-07,landed,BGF,2023-12-07T08:30:00+00:00,DLA,2023-12-07T10:15:00+00:00,4755,
2023-12-07,landed,MEM,2023-12-07T03:13:00+00:00,TPA,2023-12-07T05:37:00+00:00,1410,
2023-12-07,landed,BGF,2023-12-07T08:30:00+00:00,DLA,2023-12-07T10:15:00+00:00,1035,
2023-12-07,landed,MEM,2023-12-07T03:12:00+00:00,TLH,2023-12-07T05:14:00+00:00,1481,
2023-12-07,landed,MEM,2023-12-07T03:12:00+00:00,SYR,2023-12-07T06:04:00+00:00,1442,
2023-12-07,landed,MEM,2023-12-07T03:11:00+00:00,BDL,2023-12-07T06:16:00+00:00,1435,
2023-12-07,landed,MEM,2023-12-07T03:10:00+00:00,ALB,2023-12-07T06:10:00+00:00,1570,
2023-12-07,scheduled,MEM,2023-12-07T03:10:00+00:00,ABE,2023-12-07T05:54:00+00:00,1497,
2023-12-07,landed,MEM,2023-12-07T03:10:00+00:00,MIA,2023-12-07T05:58:00+00:00,1461,
2023-12-07,landed,MEM,2023-12-07T03:10:00+00:00,PDX,2023-12-07T05:19:00+00:00,1415,
2023-12-07,landed,MEM,2023-12-07T00:23:00+00:00,CVG,2023-12-07T02:39:00+00:00,4753,
2023-12-07,landed,PVG,2023-12-07T15:25:00+00:00,CGO,2023-12-07T17:30:00+00:00,8453,
2023-12-07,landed,PVG,2023-12-07T15:20:00+00:00,INC,2023-12-07T18:40:00+00:00,8563,
2023-12-07,landed,DLA,2023-12-07T10:55:00+00:00,LFW,2023-12-07T11:40:00+00:00,35,
2023-12-07,landed,DLA,2023-12-07T10:55:00+00:00,LFW,2023-12-07T11:40:00+00:00,4755,
2023-12-07,landed,DLA,2023-12-07T10:55:00+00:00,LFW,2023-12-07T11:40:00+00:00,1035,
2023-12-07,scheduled,DLA,2023-12-07T10:30:00+00:00,NSI,2023-12-07T11:15:00+00:00,342,
2023-12-07,scheduled,MEL,2023-12-07T19:45:00+00:00,HBA,2023-12-07T21:00:00+00:00,7119,
2023-12-07,landed,MEL,2023-12-07T19:00:00+00:00,HBA,2023-12-07T20:15:00+00:00,5715,
2023-12-07,scheduled,TGD,2023-12-07T10:20:00+00:00,IST,2023-12-07T14:10:00+00:00,1544,
2023-12-07,scheduled,TGD,2023-12-07T10:15:00+00:00,IST,2023-12-07T14:05:00+00:00,404,
2023-12-07,scheduled,TGD,2023-12-07T10:15:00+00:00,IST,2023-12-07T14:05:00+00:00,1544,
2023-12-07,landed,SHA,2023-12-07T18:05:00+00:00,CAN,2023-12-07T20:30:00+00:00,1857,
2023-12-07,landed,MEM,2023-12-07T03:45:00+00:00,JAX,2023-12-07T05:59:00+00:00,1455,
2023-12-07,landed,HBA,2023-12-07T21:00:00+00:00,MEL,2023-12-07T22:20:00+00:00,5714,
2023-12-07,landed,HBA,2023-12-07T20:40:00+00:00,ADL,2023-12-07T22:15:00+00:00,680,
2023-12-07,landed,HBA,2023-12-07T20:40:00+00:00,ADL,2023-12-07T22:15:00+00:00,5680,
2023-12-07,cancelled,HBA,2023-12-07T20:25:00+00:00,SYD,2023-12-07T22:15:00+00:00,1537,
2023-12-07,landed,SHA,2023-12-07T17:35:00+00:00,SZX,2023-12-07T19:50:00+00:00,9536,
2023-12-07,cancelled,HBA,2023-12-07T20:25:00+00:00,SYD,2023-12-07T22:15:00+00:00,7178,
2023-12-07,cancelled,HBA,2023-12-07T20:25:00+00:00,SYD,2023-12-07T22:15:00+00:00,7186,
2023-12-07,scheduled,BOI,2023-12-07T14:00:00+00:00,LAX,2023-12-07T15:30:00+00:00,4210,
2023-12-07,scheduled,BOI,2023-12-07T13:59:00+00:00,PHX,2023-12-07T16:21:00+00:00,3789,
2023-12-07,scheduled,AMS,2023-12-07T10:50:00+00:00,FUE,2023-12-07T14:40:00+00:00,1605,
2023-12-07,cancelled,AMS,2023-12-07T10:50:00+00:00,FRA,2023-12-07T11:55:00+00:00,989,
2023-12-07,cancelled,AMS,2023-12-07T10:50:00+00:00,LGW,2023-12-07T11:10:00+00:00,2541,
2023-12-07,scheduled,AMS,2023-12-07T10:45:00+00:00,CUR,2023-12-07T15:45:00+00:00,735,
2023-12-07,active,AMS,2023-12-07T10:40:00+00:00,GIG,2023-12-07T18:40:00+00:00,705,"{'registration': 'PH-BHG', 'iata': 'B789', 'icao': 'B789', 'icao24': '485341'}"
2023-12-07,landed,TLS,2023-12-07T10:55:00+00:00,NTE,2023-12-07T12:05:00+00:00,4907,
2023-12-07,landed,TLS,2023-12-07T10:15:00+00:00,OPO,2023-12-07T11:00:00+00:00,7702,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,9419,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,5199,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,9536,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,9133,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,5326,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,5139,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,8618,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,2637,
2023-12-07,landed,TLS,2023-12-07T10:10:00+00:00,CDG,2023-12-07T11:45:00+00:00,5905,
2023-12-07,scheduled,AMS,2023-12-07T08:00:00+00:00,RUH,2023-12-07T15:44:00+00:00,,
2023-12-07,active,ZQN,2023-12-07T16:20:00+00:00,CHC,2023-12-07T17:30:00+00:00,4578,
2023-12-07,active,ZQN,2023-12-07T15:40:00+00:00,SYD,2023-12-07T17:00:00+00:00,7144,
2023-12-07,scheduled,MJI,2023-12-07T12:00:00+00:00,IST,2023-12-07T16:25:00+00:00,211,
2023-12-07,active,MJI,2023-12-07T12:00:00+00:00,LAQ,2023-12-07T13:15:00+00:00,250,
2023-12-07,scheduled,MJI,2023-12-07T14:45:00+00:00,SFA,2023-12-07T14:45:00+00:00,1341,
2023-12-07,cancelled,NKG,2023-12-07T15:20:00+00:00,DSN,2023-12-07T17:40:00+00:00,5079,
2023-12-07,landed,DSN,2023-12-07T18:00:00+00:00,CSX,2023-12-07T20:30:00+00:00,2809,
2023-12-07,landed,DSN,2023-12-07T18:00:00+00:00,CSX,2023-12-07T20:30:00+00:00,8034,
2023-12-07,landed,DSN,2023-12-07T17:35:00+00:00,XIL,2023-12-07T19:00:00+00:00,4157,
2023-12-07,landed,DSN,2023-12-07T17:35:00+00:00,XIL,2023-12-07T19:00:00+00:00,4585,
2023-12-07,landed,SGN,2023-12-07T16:10:00+00:00,SIN,2023-12-07T19:25:00+00:00,657,
2023-12-07,landed,SGN,2023-12-07T16:10:00+00:00,SIN,2023-12-07T19:25:00+00:00,6264,
2023-12-07,landed,SGN,2023-12-07T16:10:00+00:00,SIN,2023-12-07T19:25:00+00:00,3657,
2023-12-07,landed,SGN,2023-12-07T16:10:00+00:00,TPE,2023-12-07T20:25:00+00:00,712,
2023-12-07,landed,SGN,2023-12-07T16:10:00+00:00,KUL,2023-12-07T19:15:00+00:00,523,
2023-12-07,scheduled,ZNZ,2023-12-07T13:00:00+00:00,DAR,2023-12-07T13:20:00+00:00,1206,
2023-12-07,scheduled,ZNZ,2023-12-07T13:00:00+00:00,DAR,2023-12-07T13:30:00+00:00,105,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,SIN,2023-12-07T19:55:00+00:00,5493,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,SIN,2023-12-07T19:55:00+00:00,3463,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,SIN,2023-12-07T19:55:00+00:00,7221,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,KMG,2023-12-07T21:15:00+00:00,9634,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,BKK,2023-12-07T18:30:00+00:00,607,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,BKK,2023-12-07T18:30:00+00:00,6260,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,BKK,2023-12-07T18:30:00+00:00,3607,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,BKK,2023-12-07T18:30:00+00:00,4296,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,BKK,2023-12-07T18:30:00+00:00,8250,
2023-12-07,landed,SGN,2023-12-07T16:50:00+00:00,BKK,2023-12-07T18:30:00+00:00,3086,
2023-12-07,scheduled,SGN,2023-12-07T18:35:00+00:00,HAN,2023-12-07T20:45:00+00:00,244,
2023-12-07,scheduled,SGN,2023-12-07T16:45:00+00:00,CXR,2023-12-07T17:55:00+00:00,6202,
2023-12-07,landed,SGN,2023-12-07T16:45:00+00:00,PXU,2023-12-07T17:55:00+00:00,1422,
2023-12-07,landed,SGN,2023-12-07T16:40:00+00:00,HAN,2023-12-07T18:50:00+00:00,7214,
2023-12-07,landed,SGN,2023-12-07T16:40:00+00:00,HAN,2023-12-07T19:10:00+00:00,252,"{'registration': 'VN-A602', 'iata': 'A321', 'icao': 'A321', 'icao24': '8880AD'}"
2023-12-07,landed,SGN,2023-12-07T16:40:00+00:00,KUL,2023-12-07T19:45:00+00:00,759,
2023-12-07,landed,SGN,2023-12-07T16:40:00+00:00,KUL,2023-12-07T19:45:00+00:00,2759,
2023-12-07,scheduled,SGN,2023-12-07T16:30:00+00:00,HAN,2023-12-07T18:40:00+00:00,2148,
2023-12-07,landed,SGN,2023-12-07T12:15:00+00:00,SIN,2023-12-07T15:20:00+00:00,3457,
2023-12-07,landed,SGN,2023-12-07T12:10:00+00:00,ICN,2023-12-07T19:20:00+00:00,8458,
2023-12-07,landed,SGN,2023-12-07T12:05:00+00:00,ICN,2023-12-07T19:25:00+00:00,4860,
2023-12-07,landed,SGN,2023-12-07T12:05:00+00:00,ICN,2023-12-07T19:25:00+00:00,2860,
2023-12-07,landed,SGN,2023-12-07T12:05:00+00:00,ICN,2023-12-07T19:25:00+00:00,5126,
2023-12-07,landed,SGN,2023-12-07T11:55:00+00:00,CAN,2023-12-07T16:15:00+00:00,3504,
2023-12-07,active,SGN,2023-12-07T10:10:00+00:00,PQC,2023-12-07T11:10:00+00:00,6515,
2023-12-07,landed,KMG,2023-12-07T16:20:00+00:00,PVG,2023-12-07T19:20:00+00:00,5004,
2023-12-07,landed,BSD,2023-12-07T17:10:00+00:00,NKG,2023-12-07T20:05:00+00:00,7232,"{'registration': 'B-30AN', 'iata': 'A20N', 'icao': 'A20N', 'icao24': '7817BA'}"
2023-12-07,active,GYN,2023-12-07T06:20:00+00:00,BSB,2023-12-07T07:05:00+00:00,3754,
2023-12-07,landed,KLH,2023-12-07T14:40:00+00:00,HYD,2023-12-07T16:00:00+00:00,7564,
2023-12-07,scheduled,OTZ,2023-12-07T00:40:00+00:00,ANC,2023-12-07T02:40:00+00:00,161,
2023-12-07,landed,FRA,2023-12-07T09:25:00+00:00,DRS,2023-12-07T10:25:00+00:00,6709,
2023-12-07,landed,FRA,2023-12-07T09:25:00+00:00,DRS,2023-12-07T10:25:00+00:00,9050,
2023-12-07,landed,FRA,2023-12-07T09:25:00+00:00,DRS,2023-12-07T10:25:00+00:00,2036,
2023-12-07,landed,FRA,2023-12-07T09:25:00+00:00,DRS,2023-12-07T10:25:00+00:00,6221,
2023-12-07,landed,FRA,2023-12-07T09:25:00+00:00,DRS,2023-12-07T10:25:00+00:00,6055,
2023-12-07,landed,FRA,2023-12-07T09:25:00+00:00,DRS,2023-12-07T10:25:00+00:00,9261,
2023-12-07,landed,BSB,2023-12-07T07:05:00+00:00,CGH,2023-12-07T08:50:00+00:00,4738,
2023-12-07,landed,BSB,2023-12-07T07:05:00+00:00,CGH,2023-12-07T09:00:00+00:00,1427,
2023-12-07,landed,BSB,2023-12-07T07:05:00+00:00,CGH,2023-12-07T09:00:00+00:00,3528,
2023-12-07,landed,BSB,2023-12-07T06:15:00+00:00,GRU,2023-12-07T08:10:00+00:00,1409,"{'registration': 'PR-GZW', 'iata': 'B738', 'icao': 'B738', 'icao24': 'E495FB'}"
2023-12-07,landed,BSB,2023-12-07T06:15:00+00:00,GRU,2023-12-07T08:10:00+00:00,2635,
2023-12-07,landed,BSB,2023-12-07T06:15:00+00:00,GRU,2023-12-07T08:10:00+00:00,4016,
2023-12-07,landed,BSB,2023-12-07T06:15:00+00:00,GRU,2023-12-07T08:10:00+00:00,4615,
2023-12-07,scheduled,JNB,2023-12-07T11:00:00+00:00,BLZ,2023-12-07T13:05:00+00:00,5506,
2023-12-07,scheduled,BRU,2023-12-07T10:35:00+00:00,JFK,2023-12-07T13:20:00+00:00,501,
2023-12-07,active,BRU,2023-12-07T10:35:00+00:00,KGL,2023-12-07T20:10:00+00:00,465,
